0.0	0.0	0.0	0.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	
0.0	1.0	0.0	-0.5	0.0	0.0	
0.0	1.0	0.0	-0.5	0.0	0.0	
0.0	1.0	0.0	-0.5	0.0	-1.0	
0.0	1.3333333333333333	0.0	-0.5	0.0	-1.0	
1.3333333333333333	1.3333333333333333	0.0	-0.5	0.0	-1.0	
1.3333333333333333	1.3333333333333333	0.6666666666666666	-0.5	0.0	-1.0	
1.3333333333333333	1.3333333333333333	0.6666666666666666	-0.5	1.3333333333333333	-1.0	
1.3333333333333333	1.3333333333333333	0.6666666666666666	-0.3333333333333333	1.3333333333333333	-1.0	
2.0	1.3333333333333333	0.6666666666666666	-0.3333333333333333	1.3333333333333333	-1.0	
2.0	1.5	0.6666666666666666	-0.3333333333333333	1.3333333333333333	-1.0	
2.0	1.5	0.6666666666666666	-0.3333333333333333	2.0	-1.0	
2.0	1.5	0.6666666666666666	-0.3333333333333333	2.0	-1.0	
2.4	1.5	0.6666666666666666	-0.3333333333333333	2.0	-1.0	
2.4	1.5	0.6666666666666666	-0.3333333333333333	2.4	-1.0	
2.4	1.5	1.0	-0.3333333333333333	2.4	-1.0	
2.6666666666666665	1.5	1.0	-0.3333333333333333	2.4	-1.0	
2.6666666666666665	1.5	1.0	-0.3333333333333333	2.6666666666666665	-1.0	
2.6666666666666665	1.6	1.0	-0.3333333333333333	2.6666666666666665	-1.0	
2.857142857142857	1.6	1.0	-0.3333333333333333	2.6666666666666665	-1.0	
2.857142857142857	1.6	1.0	-0.3333333333333333	2.857142857142857	-1.0	
2.857142857142857	1.6	1.0	-0.25	2.857142857142857	-1.0	
2.857142857142857	1.6	1.2	-0.25	2.857142857142857	-1.0	
3.0	1.6	1.2	-0.25	2.857142857142857	-1.0	
3.0	1.6	1.2	-0.25	3.0	-1.0	
3.0	1.6666666666666667	1.2	-0.25	3.0	-1.0	
